iter	Passed	Remaining
272	386	1029
273	387	1026
274	388	1023
275	389	1020
276	389	1017
277	390	1014
278	391	1011
279	392	1008
280	393	1006
281	394	1003
282	395	1000
283	396	999
284	397	996
285	398	994
286	399	992
287	400	989
288	401	987
289	402	985
290	404	985
291	405	982
292	406	981
293	408	980
294	409	979
295	412	980
296	413	979
297	414	977
298	415	975
299	416	972
300	419	973
301	420	972
302	421	970
303	423	969
304	424	967
305	425	965
306	427	964
307	427	961
308	428	959
309	429	956
310	430	954
311	432	953
312	434	953
313	435	951
314	436	948
315	437	946
316	438	944
317	439	941
318	440	940
319	441	939
320	442	936
321	443	934
322	444	931
323	445	929
324	446	927
325	447	924
326	448	922
327	449	920
328	450	917
329	450	915
330	451	912
331	452	910
332	453	908
333	454	906
334	455	904
335	456	902
336	457	900
337	458	898
338	461	899
339	462	898
340	463	895
341	464	893
342	465	891
343	466	888
344	466	886
345	467	884
346	468	882
347	469	879
348	470	877
349	471	875
350	472	873
351	473	872
352	475	871
353	476	869
354	477	867
355	478	864
356	478	862
357	479	860
358	480	858
359	481	856
360	482	853
361	483	851
362	484	849
363	485	847
364	485	845
365	486	843
366	488	842
367	489	841
368	490	839
369	491	837
370	492	835
371	493	832
372	494	830
373	495	828
374	495	826
375	496	824
376	497	821
377	498	820
378	499	817
379	499	815
380	500	813
381	501	811
382	503	810
383	504	809
384	505	807
385	506	805
386	507	803
387	508	801
388	508	799
389	509	797
390	510	795
391	511	793
392	512	791
393	513	789
394	514	787
395	514	785
396	515	783
397	516	781
398	518	780
399	519	779
400	520	777
401	521	775
402	522	773
403	523	771
404	523	769
405	524	767
406	525	765
407	526	763
408	527	761
409	527	759
410	528	757
411	529	755
412	530	753
413	531	752
414	532	751
415	534	750
416	535	748
417	536	746
418	537	744
419	537	742
420	538	740
421	539	738
422	540	737
423	541	735
424	541	733
425	542	731
426	543	729
427	544	727
428	545	725
429	545	723
430	546	722
431	548	721
432	549	720
433	550	718
434	551	716
435	552	714
436	553	713
437	554	711
438	555	709
439	556	707
440	556	705
441	557	704
442	558	702
443	559	700
444	560	698
445	561	697
446	562	696
447	563	694
448	564	693
449	565	691
450	566	689
451	567	687
452	568	685
453	568	684
454	569	682
455	570	680
456	571	678
457	572	676
458	572	675
459	573	673
460	574	671
461	575	669
462	576	668
463	577	667
464	578	665
465	579	664
466	580	662
467	581	660
468	582	659
469	582	657
470	583	655
471	584	653
472	585	652
473	586	650
474	586	648
475	587	646
476	588	645
477	589	643
478	590	641
479	591	640
480	592	639
481	593	637
482	594	636
483	595	634
484	595	632
485	596	631
486	597	629
487	598	627
488	599	626
489	599	624
490	600	622
491	601	621
492	602	619
493	603	617
494	603	616
495	604	614
496	605	612
497	606	611
498	607	610
499	608	608
500	609	607
501	610	605
502	611	603
503	611	602
504	612	600
505	613	598
506	614	597
507	615	595
508	615	594
509	616	592
510	617	590
511	618	589
512	619	587
513	619	586
514	620	584
515	622	583
516	622	581
517	623	580
518	624	578
519	625	577
520	626	575
521	627	574
522	627	572
523	628	570
524	629	569
525	630	567
526	630	566
527	631	564
528	632	563
529	633	561
530	634	560
531	634	558
532	635	557
533	637	556
534	638	554
535	638	553
536	639	551
537	640	550
538	641	548
539	642	547
540	643	545
541	643	544
542	644	542
543	645	541
544	646	539
545	647	538
546	647	536
547	648	535
548	649	533
549	650	532
550	651	531
551	652	529
552	653	528
553	654	526
554	655	525
555	656	523
556	656	522
557	657	521
558	658	519
559	659	518
560	660	516
561	660	515
562	661	513
563	662	512
564	663	510
565	664	509
566	665	507
567	666	506
568	667	505
569	668	504
570	669	502
571	669	501
572	670	500
573	671	498
574	672	497
575	673	495
576	674	494
577	675	492
578	675	491
579	676	489
580	677	488
581	678	487
582	679	485
583	679	484
584	681	483
585	682	481
586	683	480
587	683	479
588	684	477
589	685	476
590	686	474
591	687	473
592	687	472
593	688	470
594	689	469
595	690	467
596	691	466
597	691	465
598	692	463
599	693	462
600	694	460
601	695	459
602	696	458
603	697	457
604	698	456
605	699	454
606	700	453
607	700	451
608	701	450
609	702	449
610	703	447
611	704	446
612	704	445
613	705	443
614	706	442
615	707	440
616	708	439
617	708	438
618	709	436
619	710	435
620	711	434
621	712	433
622	713	431
623	714	430
624	715	429
625	715	427
626	716	426
627	717	425
628	718	423
629	719	422
630	719	420
631	720	419
632	721	418
633	722	416
634	723	415
635	723	414
636	724	413
637	725	411
638	727	410
639	728	409
640	728	408
641	729	406
642	730	405
643	731	404
644	732	402
645	732	401
646	733	400
647	734	398
648	735	397
649	736	396
650	736	395
651	737	393
652	738	392
653	739	391
654	740	389
655	742	389
656	743	387
657	743	386
658	744	385
659	745	384
660	746	383
661	747	381
662	748	380
663	749	379
664	750	377
665	751	376
666	751	375
667	752	374
668	753	372
669	754	371
670	755	370
671	756	369
672	757	368
673	758	366
674	759	365
675	760	364
676	760	363
677	761	361
678	762	360
679	763	359
680	764	357
681	765	356
682	765	355
683	766	354
684	767	352
685	768	351
686	769	350
687	770	349
688	772	348
689	773	347
690	774	346
691	774	344
692	775	343
693	776	342
694	777	341
695	778	339
696	779	338
697	779	337
698	780	336
699	781	334
700	782	333
701	783	332
702	783	331
703	784	329
704	786	328
705	787	327
706	788	326
707	788	325
708	789	324
709	790	322
710	791	321
711	792	320
712	792	319
713	793	317
714	794	316
715	795	315
716	796	314
717	796	312
718	797	311
719	798	310
720	799	309
721	800	308
722	801	307
723	802	305
724	803	304
725	804	303
726	804	302
727	805	301
728	806	299
729	807	298
730	808	297
731	808	296
732	809	294
733	810	293
734	811	292
735	812	291
736	812	290
737	813	288
738	814	287
739	815	286
740	816	285
741	817	284
742	818	283
743	819	281
744	820	280
745	820	279
746	821	278
747	822	277
748	823	275
749	824	274
750	824	273
751	825	272
752	826	271
753	827	269
754	828	268
755	829	267
756	830	266
757	831	265
758	832	264
759	833	263
760	833	261
761	834	260
762	835	259
763	836	258
764	837	257
765	837	255
766	838	254
767	839	253
768	840	252
769	841	251
770	841	250
771	842	248
772	843	247
773	844	246
774	845	245
775	846	244
776	847	243
777	848	242
778	848	240
779	849	239
780	850	238
781	851	237
782	852	236
783	853	235
784	853	233
785	854	232
786	855	231
787	856	230
788	857	229
789	857	228
790	858	226
791	860	226
792	861	224
793	862	223
794	863	222
795	864	221
796	865	220
797	865	219
798	866	218
799	867	216
800	868	215
801	869	214
802	870	213
803	870	212
804	871	211
805	872	209
806	873	208
807	874	207
808	876	206
809	876	205
810	877	204
811	878	203
812	879	202
813	880	201
814	881	200
815	882	198
816	882	197
817	883	196
818	884	195
819	885	194
820	886	193
821	887	192
822	887	190
823	888	189
824	890	188
825	891	187
826	892	186
827	893	185
828	893	184
829	894	183
830	895	182
831	896	181
832	897	179
833	898	178
834	899	177
835	900	176
836	901	175
837	902	174
838	902	173
839	903	172
840	906	171
841	907	170
842	908	169
843	909	168
844	910	167
845	911	165
846	912	164
847	913	163
848	914	162
849	915	161
850	916	160
851	916	159
852	917	158
853	918	157
854	920	156
855	921	155
856	922	153
857	923	152
858	924	151
859	925	150
860	925	149
861	926	148
862	927	147
863	928	146
864	929	145
865	930	143
866	931	142
867	931	141
868	932	140
869	933	139
870	935	138
871	936	137
872	936	136
873	937	135
874	938	134
875	939	132
876	940	131
877	941	130
878	941	129
879	942	128
880	943	127
881	944	126
882	945	125
883	946	124
884	946	123
885	947	121
886	948	120
887	950	119
888	951	118
889	952	117
890	953	116
891	954	115
892	955	114
893	956	113
894	957	112
895	957	111
896	958	110
897	959	109
898	960	107
899	961	106
900	962	105
901	963	104
902	965	103
903	966	102
904	967	101
905	968	100
906	969	99
907	970	98
908	971	97
909	972	96
910	972	95
911	973	93
912	974	92
913	975	91
914	976	90
915	977	89
916	978	88
917	979	87
918	980	86
919	981	85
920	982	84
921	983	83
922	984	82
923	985	81
924	985	79
925	986	78
926	987	77
927	988	76
928	989	75
929	990	74
930	990	73
931	991	72
932	992	71
933	993	70
934	995	69
935	996	68
936	997	67
937	998	65
938	998	64
939	999	63
940	1000	62
941	1001	61
942	1002	60
943	1003	59
944	1004	58
945	1004	57
946	1005	56
947	1006	55
948	1007	54
949	1008	53
950	1010	52
951	1010	50
952	1011	49
953	1012	48
954	1013	47
955	1014	46
956	1015	45
957	1016	44
958	1016	43
959	1017	42
960	1018	41
961	1019	40
962	1020	39
963	1020	38
964	1021	37
965	1022	36
966	1024	34
967	1025	33
968	1025	32
969	1026	31
970	1027	30
971	1028	29
972	1029	28
973	1030	27
974	1031	26
975	1032	25
976	1033	24
977	1034	23
978	1035	22
979	1036	21
980	1037	20
981	1038	19
982	1040	17
983	1041	16
984	1042	15
985	1043	14
986	1044	13
987	1045	12
988	1045	11
989	1046	10
990	1047	9
991	1048	8
992	1049	7
993	1050	6
994	1050	5
995	1051	4
996	1052	3
997	1054	2
998	1055	1
999	1056	0
